product_id,order_count,reorder_count,perc_reorder,product_name,aisle_id,department_id,popularity_rank,cart_order
9076,58269,33999,58.35,Blueberries,116,1,50,8.32
24184,58185,36773,63.2,Red Peppers,83,4,51,8.63
21938,58005,35350,60.94,Green Bell Pepper,83,4,52,9.22
43961,57831,36582,63.26,Organic Peeled Whole Baby Carrots,123,4,53,9.19
34969,56643,36296,64.08,Red Vine Tomato,83,4,54,8.22
48679,54507,36087,66.21,Organic Garnet Sweet Potato (Yam),83,4,55,9.45
46667,54094,31089,57.47,Organic Ginger Root,83,4,56,9.0
12341,52497,39138,74.55,Hass Avocados,32,4,57,5.26
25890,52369,34796,66.44,Boneless Skinless Chicken Breasts,49,12,58,7.51
31506,52323,24984,47.75,Extra Virgin Olive Oil,19,13,59,9.01
5450,52124,35113,67.36,Small Hass Avocado,24,4,60,7.48
39928,52021,37156,71.43,Organic Kiwi,24,4,61,8.88
24838,51738,38958,75.3,Unsweetened Almondmilk,91,16,62,6.12
22825,50808,35088,69.06,Organic D'Anjou Pears,24,4,63,9.2
5785,49374,39820,80.65,Organic Reduced Fat 2% Milk,84,16,64,5.75
35221,48512,36014,74.24,Lime Sparkling Water,115,7,65,6.7
28842,47450,27019,56.94,Bunched Cilantro,16,4,66,8.83
33731,46932,28702,61.16,Grated Parmesan,21,16,67,9.51
8424,44976,29211,64.95,Broccoli Crown,83,4,68,8.53
27521,44828,31248,69.71,Organic Lacinato (Dinosaur) Kale,83,4,69,8.16
33198,44737,32848,73.42,Sparkling Natural Mineral Water,115,7,70,6.11
8174,44701,28620,64.03,Organic Navel Orange,24,4,71,8.8
44142,44477,24534,55.16,Red Onion,83,4,72,8.57
20114,44460,25922,58.3,Jalapeno Peppers,83,4,73,8.82
27344,43261,28551,66.0,Uncured Genoa Salami,96,20,74,8.8
11520,42274,32821,77.64,Large Alfresco Eggs,86,16,75,5.79
29487,42165,26965,63.95,Roma Tomato,83,4,76,7.91
18465,41812,30012,71.78,Organic Grade A Free Range Large Brown Eggs,86,16,77,6.68
28199,41303,24970,60.46,"Clementines, Bag",123,4,78,8.82
15290,41052,24781,60.36,Orange Bell Pepper,83,4,79,9.11
46906,40498,27037,66.76,Grape White/Green Seedless,24,4,80,8.48
9839,40373,28825,71.4,Organic Broccoli,83,4,81,8.18
27156,39577,23356,59.01,Organic Black Beans,59,15,82,10.03
3957,39271,30966,78.85,100% Raw Coconut Water,31,7,83,6.19
43122,38686,27378,70.77,Organic Bartlett Pear,24,4,84,9.28
23909,38631,30036,77.75,2% Reduced Fat Milk,84,16,85,5.44
34358,38537,22700,58.9,Garlic,83,4,86,8.66
4799,37689,24259,64.37,Shredded Parmesan,21,16,87,9.3
9387,37566,24478,65.16,Granny Smith Apples,24,4,88,7.48
16759,37562,21797,58.03,Organic Carrot Bunch,83,4,89,9.07
196,37298,29012,77.78,Soda,77,7,90,3.72
42736,37102,20678,55.73,Unsalted Butter,36,16,91,8.31
4210,36968,28837,78.01,Whole Milk,84,16,92,5.19
38689,36869,31394,85.15,Organic Reduced Fat Milk,84,16,93,4.72
41787,36620,23814,65.03,Bartlett Pears,24,4,94,8.21
47144,36048,25775,71.5,Unsweetened Original Almond Breeze Almond Milk,91,16,95,6.12
41220,36028,22298,61.89,Organic Romaine Lettuce,83,4,96,8.52
7781,35551,26020,73.19,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,21,16,97,8.16
33000,35384,23300,65.85,Pure Irish Butter,36,16,98,6.9
20995,34248,22331,65.2,Organic Broccoli Florets,116,1,99,8.87
21709,34211,25479,74.48,Sparkling Lemon Water,115,7,100,6.88
